FAAM-ID,Title,Permalink,"Holding Institution","Score format","Score complexity","GitHub Image URL"
KCG-000341817,"CAVATINE voor trombone met begeleiding van piano",https://catalogus.hogent.be/catalog/hog01:000341817,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000341817/images/
KCG-000341817,"CAVATINE voor trombone met begeleiding van piano",https://catalogus.hogent.be/catalog/hog01:000341817,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000341817/images/
KCG-000356805,"Concerto (en RE mineur) : pour Piano avec Accompagnement d'Orchestre ou de Quatuor : Op: 40",https://catalogus.hogent.be/catalog/hog01:000356805,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000356805/images/
KCG-000356805,"Concerto (en RE mineur) : pour Piano avec Accompagnement d'Orchestre ou de Quatuor : Op: 40",https://catalogus.hogent.be/catalog/hog01:000356805,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000356805/images/
KCG-000356805,"Concerto (en RE mineur) : pour Piano avec Accompagnement d'Orchestre ou de Quatuor : Op: 40",https://catalogus.hogent.be/catalog/hog01:000356805,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000356805/images/
KCG-000122150,"ROBERT LE DIABLE : Opéra en cinq actes : N° 3. Romance ""Va! va! va, dit-elle""",https://catalogus.hogent.be/catalog/hog01:000122150,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000122150/images/
KCG-000122135,"LE MAÎTRE DE CHAPELLE ou LE SOUPER IMPRÉVU. No. 2. Grande scène : Ah! quel plaisir de pressentir sa gloire!",https://catalogus.hogent.be/catalog/hog01:000122135,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000122135/images/
KCG-000363791,"24 Trio's : voor 3 French Horns : Opus 82.",https://catalogus.hogent.be/catalog/hog01:000363791,"Library Royal Conservatoire Ghent",Parts,"Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000363791/images/
KCG-000346180,"Les Bohémiens Op. 29 N° 3 : Drei Gedichte",https://catalogus.hogent.be/catalog/hog01:000346180,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000346180/images/
KCG-000346180,"Les Bohémiens Op. 29 N° 3 : Drei Gedichte",https://catalogus.hogent.be/catalog/hog01:000346180,"Library Royal Conservatoire Ghent","Full Score","Lithographic quality",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000346180/images/
KCG-000346180,"Les Bohémiens Op. 29 N° 3 : Drei Gedichte",https://catalogus.hogent.be/catalog/hog01:000346180,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000346180/images/
KCG-000346180,"Les Bohémiens Op. 29 N° 3 : Drei Gedichte",https://catalogus.hogent.be/catalog/hog01:000346180,"Library Royal Conservatoire Ghent",Parts,"Lithographic quality",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000346180/images/
KCG-000741205,"Quintette : pour Piano, 2 Violons, Alto & Violoncelle : Op. 44",https://catalogus.hogent.be/catalog/hog01:000741205,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000741205/images/
KCG-000741205,"Quintette : pour Piano, 2 Violons, Alto & Violoncelle : Op. 44",https://catalogus.hogent.be/catalog/hog01:000741205,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000741205/images/
KCG-000741173,"Morceau de Concert : Op. 14",https://catalogus.hogent.be/catalog/hog01:000741173,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000741173/images/
KCG-000741173,"Morceau de Concert : Op. 14",https://catalogus.hogent.be/catalog/hog01:000741173,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000741173/images/
KCG-000369609,"QUATRE MORCEAUX CLASSIQUES",https://catalogus.hogent.be/catalog/hog01:000369609,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000369609/images/
KCG-000372455,"Concerto N° 1 in C : voor piano enOrchestra : Opus 11.",https://catalogus.hogent.be/catalog/hog01:000372455,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000372455/images/
KCG-000333278,"Grand Quintetto : pour piano et hautbois, clarinette, cor et basson : Op. 16",https://catalogus.hogent.be/catalog/hog01:000333278,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000333278/images/
KCG-000742404,"Le Chalet : Opéra-comique en un acte",https://catalogus.hogent.be/catalog/hog01:000742404,"Library Royal Conservatoire Ghent","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000742404/images/
KCG-000345408,"Air d'église : du célèbre chanteur Stradella : avec accompt. de piano",https://catalogus.hogent.be/catalog/hog01:000345408,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000345408/images/
KCG-000349202,"Le Pre aux Clercs : opera in 3 bedrijven : reductie voor zang en piano",https://catalogus.hogent.be/catalog/hog01:000349202,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000349202/images/
KCG-000349198,"Le Pré aux Clercs",https://catalogus.hogent.be/catalog/hog01:000349198,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000349198/images/
KCG-000369479,"La Romanesca : fameux Air de Danse du XVI.e siècle : transcrit pour Piano d'après la Partition originale",https://catalogus.hogent.be/catalog/hog01:000369479,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000369479/images/
KCG-000322330,"Ivanhoe: N.7 Romance de Rebecca: Pour Mezzo Soprano: (Longtempts brisé)",https://catalogus.hogent.be/catalog/hog01:000322330,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000322330/images/
KCG-000370112,"Air Varié : Pour Flûte Avec accompagnement de deux violons Alto et Basse : Cet air varié est arrangé Pour Flûte et Harpe",https://catalogus.hogent.be/catalog/hog01:000370112,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000370112/images/
KCG-000363772,"Quintetto : pour Flûte, Hautbois, Clarinette, Cor & Basson : Oeuvre 88 n° 6 : Nota: A défaut de hautbois, cette Partie peut s'éxécuter par une flûte avec la Patte en Ut.",https://catalogus.hogent.be/catalog/hog01:000363772,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000363772/images
KCG-000735234,"Fantaisie : pour le Violon avec Accompagnement de grand Orchestre ou Quatuor ou Pianforte sur des motifs favoris de l'Opéra La Muette de Portici : Oeuvre 62",https://catalogus.hogent.be/catalog/hog01:000735234,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000735234/images/
KCG-000735262,"Grand Quintetto : pour Deux Violons, deux Altos et Violoncelle : Oeuvre 70",https://catalogus.hogent.be/catalog/hog01:000735262,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000735262/images/
KCG-000350340,"Neuvième Soirée : Composée d'un Choix d'Airs de la Dame Blanche : Arrangés pour Violoncelle et Piano",https://catalogus.hogent.be/catalog/hog01:000350340,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000350340/images/
KCG-000350340,"Neuvième Soirée : Composée d'un Choix d'Airs de la Dame Blanche : Arrangés pour Violoncelle et Piano",https://catalogus.hogent.be/catalog/hog01:000350340,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000350340/images/
KCA-030904465058,"Capriccio : sopra la lontananza del fratello dilettissimo = Capriccio : über die Abreise des vielgeliebten bruders",https://anet.be/record/opacdkvc/c:lvd:6787552/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904465058/images/
KCA-030901096443,"Inventionen: Inventios 2 et 3 voix = Inventions in 2 & 3 parts",https://anet.be/record/opacdkvc/c:lvd:6811529/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901096443/images/
KCA-030903238001,"12 petits préludes : pour piano à 2 mains = 12 kleine preluden : voor piano met 2 handen",https://anet.be/record/opacdkvc/c:lvd:14088528/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903238001/images/
KCA-030901352994,"Die Kunst der Fuge = The art of fugue = L' art de la fugue",https://anet.be/record/opacdkvc/c:lvd:7076219/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901352994/images/
KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
KCA-TP140299,"Capriccio: B dur (abreise)",https://anet.be/record/opacdkvc/c:lvd:6787551/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP140299/images/
KCA-TP41032,"Pastorale et Capriccio",https://anet.be/record/opacdkvc/c:lvd:6735295/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-TP41032/images/
KCA-TP44158,"Pastorale und Capriccio",https://anet.be/record/opacdkvc/c:lvd:6735295/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-TP44158/images/
KCA-TP69446,"Sonate N. 32 (Gigue)","not available","Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-TP69446/images/
KCA-TP69444,"Sonate N. 38 (Gigue)","not available","Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-TP69444/images/
KCA-TP69445,"Sonate N. 60 (Bourrée dite d'Aranjuez.)","not available","Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP69445/images/
KCA-TP69516,"Sonate N. 34 (Burlesca)","not available","Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-TP69516/images/
KCA-TP9125,"7 Toccate per Pianoforte di Pietro Scarlatti","not available","Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP9125/images/
KCA-030902586079,"Klavier-Konzert d moll : mit Begleitung eines zweiten Klaviers",https://anet.be/record/opacdkvc/c:lvd:6725307/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902586079/images/
KCA-030902190062,"Wohltemperirtes Clavier: the forty-eight preludes & fugues",https://anet.be/record/opacdkvc/c:lvd:6768433/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-030902190062/images/
KCG-000119533,"Tre Sonate per pianoforte e viola da gamba : Trascritte per pianoforte e viola",https://catalogus.hogent.be/catalog/hog01:000119533,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000119533/images/
KCG-000119533,"Tre Sonate per pianoforte e viola da gamba : Trascritte per pianoforte e viola",https://catalogus.hogent.be/catalog/hog01:000119533,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000119533/images/
KCG-000331903,"CONCERTO in d : BWV 1043 : voor 2 violen, strijkers en b.c. ; reductie voor 2 violen en piano",https://catalogus.hogent.be/catalog/hog01:000331903,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000331903/images/
KCG-000331903,"CONCERTO in d : BWV 1043 : voor 2 violen, strijkers en b.c. ; reductie voor 2 violen en piano",https://catalogus.hogent.be/catalog/hog01:000331903,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000331903/images/
KCG-000331901,"CONCERTO in d : BWV 1043 : voor 2 violen, strijkers en b.c. ; reductie voor 2 violen en piano",https://catalogus.hogent.be/catalog/hog01:000331901,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000331901/images/
KCG-000331901,"CONCERTO in d : BWV 1043 : voor 2 violen, strijkers en b.c. ; reductie voor 2 violen en piano",https://catalogus.hogent.be/catalog/hog01:000331901,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000331901/images/
KCG-000749031,"Ouverture : in H moll",https://catalogus.hogent.be/catalog/hog01:000749031,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000749031/images/
KCG-000749031,"Ouverture : in H moll",https://catalogus.hogent.be/catalog/hog01:000749031,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000749031/images/
KCG-000331890,"Fantaisie Chromatique et Fugue : BWV 903",https://catalogus.hogent.be/catalog/hog01:000331890,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000331890/images/
KCG-000332208,"Suite pour luth : Transcrite pour clavecin",https://catalogus.hogent.be/catalog/hog01:000332208,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000332208/images/
KCG-000331927,"Concerto Italien : klavecimbel",https://catalogus.hogent.be/catalog/hog01:000331927,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000331927/images/
KCG-000332191,"6 Suites : voor cello alleen : BWV 1007-1012",https://catalogus.hogent.be/catalog/hog01:000332191,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000332191/images/
KCG-000331832,"CANTATE N°45 : Es ist dir gesagt, Mensch, was gut ist",https://catalogus.hogent.be/catalog/hog01:000331832,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000331832/images/
KCG-000332135,"15 dreistimmige Inventionen : für Violine, Viola (oder Violine II) und Violoncell mit Stricharten und Fingersatz versehen und als Unterrichtsmaterial für das Zusammenspiel",https://catalogus.hogent.be/catalog/hog01:000332135,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000332135/images/
KCG-000549373,"Le clavecin bien tempéré : pour piano, Livre I",https://catalogus.hogent.be/catalog/hog01:000549373,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000549373/images/
KCA-030904692388,"Ungarische Rhapsodie no. 12 : Klavier",https://anet.be/record/opacdkvc/c:lvd:15384261/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904692388/images/
KCA-030901767043,"Das wohltemperierte Klavier",https://anet.be/record/opacdkvc/c:lvd:6780353/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901767043/images/
KCA-030902808283,"Klavier-Konzert F dur : mit Begleitung eines zweiten Klaviers",https://anet.be/record/opacdkvc/c:lvd:15321609/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902808283/images/
KCA-030901761509,"Alma redemptoris mater : antienne à 4 voix à la Très Sainte Vierge : pour le temps de l'avent à la purification",https://anet.be/record/opacdkvc/c:lvd:7048592/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901761509/images/
KCA-KM141996,"Messe 'Brevis' à 4 voix. Partituur",https://anet.be/record/opacdkvc/c:lvd:6737899/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-KM141996/images/
KCA-030901700127,Orfeo,https://anet.be/record/opacdkvc/c:lvd:6714951/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-030901700127/images/
KCA-030901700127,Orfeo,https://anet.be/record/opacdkvc/c:lvd:6714951/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-030901700127/images/
KCA-030901700127,Orfeo,https://anet.be/record/opacdkvc/c:lvd:6714951/N,"Heritage Library Royal Conservatoire Antwerp",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-030901700127/images/
KCA-030904673826,Clavierstücke,https://anet.be/record/opacdkvc/c:lvd:6738134/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904673826/images/
KCA-030904680359,"Poissons d'or",https://anet.be/record/opacdkvc/c:lvd:6727822/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904680359/images/
KCA-030903088141,"Alborada del gracioso",https://anet.be/record/opacdkvc/c:lvd:6734639/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903088141/images/
KCA-030902402178,"Quatre études, op. 2",https://anet.be/record/opacdkvc/c:lvd:6709314/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902402178/images/
KCA-030902402160,"Quatre études, op. 2",https://anet.be/record/opacdkvc/c:lvd:6709314/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902402160/images/
KCA-030904303523,"Quatre études, op. 2",https://anet.be/record/opacdkvc/c:lvd:6709314/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904303523/images/
KCA-030902664280,"The ornamentations in Joh. Seb. Bach's pianoforte-works : studies and elucidations",https://anet.be/record/opacdkvc/c:lvd:13164807/N,"Heritage Library Royal Conservatoire Antwerp","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/KCA-030902664280/images
KCA-030902377727,"Alborada del gracioso",https://anet.be/record/opacdkve/c:lvd:15354473/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902377727/images/
KCA-030902946372,Impromptu,https://anet.be/record/opacdkvc/c:lvd:6738637/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902946372/images/
KCA-030904518351,Impromptu,https://anet.be/record/opacdkvc/c:lvd:6738637/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904518351/images/
KCA-030904518088,Intermezzo,https://anet.be/record/opacdkvc/c:lvd:6734525/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904518088/images/
KCA-030901356052,"Messe Notre-Dame a quatre voix de Giullaume de Machault","not available","Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901356052/images/
KCA-KM66159,"Missa sine nomine (in F) quam quatuor vocibus",https://anet.be/record/opacdkvc/c:lvd:6750930/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-KM66159/images/
KCA-030902737524,"Pavane : pour une infante défunte : pour piano",https://anet.be/record/opacdkvc/c:lvd:6748916/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902737524/images/
KCA-030902737540,"Sonatine : pour le piano",https://anet.be/record/opacdkvc/c:lvd:12966661/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902737540/images/
KCA-030903242334,"Fantasie für Pianoforte, Orchester und Chor, op. 80",https://anet.be/record/opacdkvc/c:lvd:6728970/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903242334/images/
KCA-030901428612,"Sonate : für Klavier und Horn, op. 17",https://anet.be/record/opacdkvc/c:lvd:6759858/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901428612/images/
KCA-030901428612,"Sonate : für Klavier und Horn, op. 17",https://anet.be/record/opacdkvc/c:lvd:6759858/N,"Heritage Library Royal Conservatoire Antwerp",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901428612/images/
KCA-KGR9426,"Traité d'Harmonisation du Chant Gregorien","not available","Heritage Library Royal Conservatoire Antwerp","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/KCA-KGR9426/images
KCA-KGR127262,"Introduction a l'exécution du chant Grégorien d'après les principes des Bénédictins de Solesmes","not available","Heritage Library Royal Conservatoire Antwerp","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/KCA-KGR127262/images
KCG-000345313,"Septième Solo : Pour Le Cor avec Piano obligé : Oeuvre 23",https://catalogus.hogent.be/catalog/hog01:000345313,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000345313/images/
KCG-000336431,"Trois Grands Trios Concertants : Pour Trois Clarinettes le Dernier pour Clarinettes en Ut, Si b et La : 1 [-3] Livre Op. 12",https://catalogus.hogent.be/catalog/hog01:000336431,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCG-000336431/images/
KCA-KM165637,"Missa La dolce Vista. Quam octo vocibus conscriptam / Monte, de, Philippus. - Brugge , 1930","not available","Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-KM165637/images/
CBM-TORRMsA9,"13. | Concerto. | del | Antonio Vivaldi. | Viol. conc., Viol +11, Viola, e Basso.","not available","Biblioteca del Conservatorio Benedetto Marcello","Full Score","Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/CBM-TORRMsA9/images/
CBM-TORRMsA15,"24. | Concerto | a Viol. conc., 2 Viol., Viola, Violoncello e Basso | del Sig. Vivaldi.","not available","Biblioteca del Conservatorio Benedetto Marcello","Full Score","Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/CBM-TORRMsA15/images/
CBM-TORRMsA53,"73 =a | Concerto | con 3 Violini di Concer:ti da quali si | devono cavare |i Violini di ripieno | del | Sig. D. Ant. Vivaldi","not available","Biblioteca del Conservatorio Benedetto Marcello","Full Score","Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/CBM-TORRMsA53/images/
CBM-TORRMsA63,"25. | Concerto | Violino conc., 2 Violini, Viola, e Basso | Del Sig. Vivaldi","not available","Biblioteca del Conservatorio Benedetto Marcello","Full Score","Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/CBM-TORRMsA63/images/
CBM-TORRMsA63,"25. | Concerto | Violino conc., 2 Violini, Viola, e Basso | Del Sig. Vivaldi","not available","Biblioteca del Conservatorio Benedetto Marcello",Parts,"Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/CBM-TORRMsA63/images/
CBM-TORRMsA76,"A | Collection of Lessons | for the Harpsicord | or Piano et Forte | Composed by | Ferdinando Tenducci | Dedicated to the Right Hon.ble | Lady Hope","not available","Biblioteca del Conservatorio Benedetto Marcello","Polyphonic Parts","Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/CBM-TORRMsA76/images/
