FAAM-ID,Title,Permalink,"Holding Institution","Score format","Score complexity","GitHub Image URL"
KCA-030904385611,"Le réveil du jour : valse chantée",https://anet.be/record/opacdkvc/c:lvd:15170141/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904385611/images/
KCA-030904328777,"Fée d'amour : mazurka: extraite du ballet divertissement en un acte",https://anet.be/record/opacdkvc/c:lvd:15072444/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904328777/images/
KCA-030901832342,"25 études, op. 100",https://anet.be/record/opacdkvc/c:lvd:6729143/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901832342/images/
KCA-030902741211,"Lied van Reinilde: voor soprano",https://anet.be/record/opacdkvc/c:lvd:6792416/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902741211/images/
KCA-030902357943,"Lied van Reinilde: voor mezzo-soprano",https://anet.be/record/opacdkvc/c:lvd:6792416/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902357943/images/
KCA-030902762449,"Lied van Reinilde: voor soprano",https://anet.be/record/opacdkvc/c:lvd:6792416/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902762449/images/
KCA-030902269767,"Princesse d'Auberge: lied de Reinilde: pour mezzo-soprano",https://anet.be/record/opacdkvc/c:lvd:12939663/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902269767/images/
KCA-030902412995,"Aria uit het Voicespel Isa: voor soprano-stem met klavierbegeleiding",https://anet.be/record/opacdkvc/c:lvd:12935675/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902412995/images/
KCA-030902413019,"Aria uit het Voicespel Isa: voor soprano-stem met klavierbegeleiding",https://anet.be/record/opacdkvc/c:lvd:12935675/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902413019/images/
KCA-KV7617,"ANTHOLOGIE DES MAITRES RELIGIEUX PRIMITIFS DES. . Livre des Motets. 1. Année -1893",https://anet.be/record/opacdkvc/c:lvd:6772461/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-KV7617/images/
KCA-KV7618,"ANTHOLOGIE DES MAITRES RELIGIEUX PRIMITIFS DES. . Livre des Motets. 2. Année -1894",https://anet.be/record/opacdkvc/c:lvd:6751721/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-KV7618/images/
KCA-030902645412,"Missa in honorem s. Luciae",https://anet.be/record/opacdkvc/c:lvd:13045005/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902645412/images/
KCA-030902645412,"Missa in honorem s. Luciae",https://anet.be/record/opacdkvc/c:lvd:13045005/N,"Heritage Library Royal Conservatoire Antwerp",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902645412/images/
KCA-030902645172,[Convoluut],https://anet.be/record/opacdkvc/c:lvd:12984815/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902645172/images/
KCA-030902645172,[Convoluut],https://anet.be/record/opacdkvc/c:lvd:12984815/N,"Heritage Library Royal Conservatoire Antwerp",Parts,"Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902645172/images/
KCA-030902645172,[Convoluut],https://anet.be/record/opacdkvc/c:lvd:12984815/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Manuscript sketch",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902645172/images/
KCA-KV105371,"Livre des motets (3e année)",https://anet.be/record/opacdkvc/c:lvd:6790834/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-KV105371/images/
KCA-030902800223,"Traité de la pédale, ou : Méthode de son emploi au piano : avec exemples tirés des concerts historiques donnés par Antoine Rubinstein",https://anet.be/record/opacdkvc/c:lvd:6733343/N,"Heritage Library Royal Conservatoire Antwerp","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/KCA-030902800223/images
KCA-030901762242,"Messe Papae Marcelli: à 6 voix",https://anet.be/record/opacdkvc/c:lvd:7045799/N,"Heritage Library Royal Conservatoire Antwerp",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901762242/images/
KCA-030902628988,"Il quarto libro dei madrigali",https://anet.be/record/opacdkvc/c:lvd:12952037/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-030902628988/images/
KCA-030902808952,Convoluut,https://anet.be/record/opacdkvc/c:lvd:14001720/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902808952/images/
KCA-030903204235,"Introduction à J.-S. Bach: essai d'esthétique musicale",https://anet.be/record/opacdkvc/c:lvd:12886416/N,"Heritage Library Royal Conservatoire Antwerp","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/KCA-030903204235/images
KCA-030902704540,"12 canons : für 3 Sopranstimmen mit Begleitung des Pianoforte, op. 50",https://anet.be/record/opacdkvc/c:lvd:13123547/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902704540/images/
KCA-030902653382,"6 gedichten",https://anet.be/record/opacdkvc/c:lvd:12907201/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Lithographic quality",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902653382/images/
KCA-030902653291,"2 mélodies",https://anet.be/record/opacdkvc/c:lvd:12925123/N,"Heritage Library Royal Conservatoire Antwerp",,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030902653291/images/
BSB-991078401649707356,"Sämtliche Werke : für d. Pianoforte",https://mdz-nbn-resolving.de/details:bsb11307135,"Bavarian State Library","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BSB-991078401649707356/images
WML-768331,"Symphony No. 3, Movement I",https://collections.lib.utah.edu/ark:/87278/s6sn36g3,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768331/images/
WML-768347,"Symphony No. 3, Movement II",https://collections.lib.utah.edu/ark:/87278/s6nw2fpg,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768347/images/
WML-768389,"Symphony No. 3, Movement III",https://collections.lib.utah.edu/ark:/87278/s6dc0z9n,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768389/images/
WML-768396,"Symphony No. 3, Movement IV",https://collections.lib.utah.edu/ark:/87278/s68m06hd,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768396/images/
WML-768406,"Symphony No. 3, Movement V",https://collections.lib.utah.edu/ark:/87278/s64t9fv1,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768406/images/
WML-768364,"Symphony No. 3, Movement VI",https://collections.lib.utah.edu/ark:/87278/s6j41pz2,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768364/images/
WML-768431,"Symphony No. 4, Movement I",https://collections.lib.utah.edu/ark:/87278/s6157dhw,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768431/images/
WML-768457,"Symphony No. 5, I: Trauermarsch",https://collections.lib.utah.edu/ark:/87278/s6wd6x1m,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768457/images/
WML-768493,"Symphony No. 5, II: Stürmisch bewegt, mit größter Vehemenz",https://collections.lib.utah.edu/ark:/87278/s6rn6598,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768493/images/
WML-768561,"Symphony No. 5, III: Scherzo",https://collections.lib.utah.edu/ark:/87278/s6h44nwk,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768561/images/
WML-768565,"Symphony No. 5, IV: Adagietto",https://collections.lib.utah.edu/ark:/87278/s6cc3x4t,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768565/images/
WML-768530,"Symphony No. 5, V: Rondo-Finale",https://collections.lib.utah.edu/ark:/87278/s6mw5dj3,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768530/images/
WML-1293986,"Symphony No. 7, Movement I",https://collections.lib.utah.edu/ark:/87278/s6c28v1f,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-1293986/images/
WML-1294030,"Symphony No. 7, Movement II",https://collections.lib.utah.edu/ark:/87278/s67d6sq1,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-1294030/images/
WML-1294031,"Symphony No. 7, Movement III",https://collections.lib.utah.edu/ark:/87278/s63n61z7,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-1294031/images/
WML-1294032,"Symphony No. 7, Movement IV",https://collections.lib.utah.edu/ark:/87278/s6zw5jgz,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-1294032/images/
WML-768118,"Achte Symphonie (Part I)",https://collections.lib.utah.edu/ark:/87278/s6tn07mg,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768118/images/
WML-768119,"Achte Symphonie (Part II)",https://collections.lib.utah.edu/ark:/87278/s6pv9gw6,"J. William Marriott Digital Library","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/WML-768119/images/
KCG-000346307,"Variations Concertantes et Faciles : pour piano et [violon]: op. 18/ par J. Ghys",https://catalogus.hogent.be/catalog/hog01:000346307,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",
KCG-000346307,"Variations Concertantes et Faciles : pour piano et [violon]: op. 18/ par J. Ghys",https://catalogus.hogent.be/catalog/hog01:000346307,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",
KCG-000359822,"Souvenirs Dramatiques : Arrangés en Trios pour Piano, Flûte et Violoncelle : 4e Don Jaun : Op. 86",https://catalogus.hogent.be/catalog/hog01:000359822,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000359822/images/
KCG-000359822,"Souvenirs Dramatiques : Arrangés en Trios pour Piano, Flûte et Violoncelle : 4e Don Jaun : Op. 86",https://catalogus.hogent.be/catalog/hog01:000359822,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000359822/images/
KCG-000750767,"Souvenirs Dramatiques : Arrangés en Quatuors pour Piano, 2 Violons et Violoncelle : 18e La Flûte enchantée",https://catalogus.hogent.be/catalog/hog01:000750767,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000750767/images/
KCG-000750767,"Souvenirs Dramatiques : Arrangés en Quatuors pour Piano, 2 Violons et Violoncelle : 18e La Flûte enchantée",https://catalogus.hogent.be/catalog/hog01:000750767,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000750767/images/
KCG-000735722,"Prélude et meneuet : Extraits du Capitaine Fracasse Transcrits pour Flûte, Hautbois, Clarinette, Cor et Basson",https://catalogus.hogent.be/catalog/hog01:000735722,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000735722/images/
KCG-000344649,"Air Varie : pour la flûte, avec accompagnement de piano, sur un motif favori de l'opéra Le mauvais oeil:",https://catalogus.hogent.be/catalog/hog01:000344649,"Library Royal Conservatoire Ghent","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000344649/images/
KCG-000344649,"Air Varie : pour la flûte, avec accompagnement de piano, sur un motif favori de l'opéra Le mauvais oeil:",https://catalogus.hogent.be/catalog/hog01:000344649,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000344649/images/
KCG-000749979,"Fantaisie pour piano et cor ou violon : sur des Thêmes de l'Opéra d'Otello de Rossini",https://catalogus.hogent.be/catalog/hog01:000749979,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000749979/images/
KCG-000750013,"1er trio : pour Harpe Flute et COr: op. 14",https://catalogus.hogent.be/catalog/hog01:000750013,"Library Royal Conservatoire Ghent","Polyphonic Parts",,https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000750013/images/
KCG-000750008,"seizième Potpourri : pour Piano et Flute ou Violon",https://catalogus.hogent.be/catalog/hog01:000750008,"Library Royal Conservatoire Ghent","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000750008/images/
KCG-000370144,"Récréations musicales : collection d'airs variés et fantaisies pour la flûte sur des thêmes choisis parmi les plus beaux airs nationaux et les motifs favoris des compositeurs célèbres",https://catalogus.hogent.be/catalog/hog01:000370144,"Library Royal Conservatoire Ghent",Parts,"Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCG-000370144/images/
BNF-428267676,"Clavecin bien tempéré, [1re partie] pour piano. J.-S. Bach. Avec analyses et conseils sur l'interprétation par Georges Sporck.... Premier [-deuxième] recueil... [BWV 846-869]",https://catalogue.bnf.fr/ark:/12148/cb428267676,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-428267676/images/
BNF-44229251d,"Les Bonnes traditions du pianiste. Deuxième volume Les Bonnes traditions du pianiste. Deuxième volume",https://catalogue.bnf.fr/ark:/12148/cb44229251d,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-44229251d/images/
BNF-432579682,"Sonate N° 29 Allemande. Révision par Vincent d' Indy. 1er Livre des sonates pour clavecin 1721",https://catalogue.bnf.fr/ark:/12148/cb432579682,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-432579682/images/
BNF-43257906h,"Sonate n° 13 (allemande) / Domenico Scarlatti...",https://catalogue.bnf.fr/ark:/12148/cb43257906h,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-43257906h/images/
BNF-43257907v,"Sonate n° 47 [i.e. 533] : allemande / Domenico Scarlatti...",https://catalogue.bnf.fr/ark:/12148/cb43257907v,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-43257907v/images/
BNF-432579295,"Sonate n° 30 : fugue dite ""du chat"" / Domenico Scarlatti... , révision par Vincent d'Indy",https://catalogue.bnf.fr/ark:/12148/cb432579295,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-432579295/images/
BNF-43257971z,"Sonate n° 51 : menuet en si ♭ [pour piano] / Domenico Scarlatti",https://catalogue.bnf.fr/ark:/12148/cb43257971z,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-43257971z/images/
BNF-432579086,"Sonate n° 60 [i.e. 377] : bourrée (dite d'Aranjuez) / Domenico Scarlatti...",https://catalogue.bnf.fr/ark:/12148/cb432579086,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-432579086/images/
BNF-43257934r,"Sonate n° 38 [i.e. 96] : gigue / Domenico Scarlatti...",https://catalogue.bnf.fr/ark:/12148/cb43257934r,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-43257934r/images/
BNF-432579384,"Sonate n° 32 [i.e. 159] / gigueDomenico Scarlatti...",https://catalogue.bnf.fr/ark:/12148/cb432579384,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-432579384/images/
BNF-43257952p,"Sonate n° 8 (sarabande) / Domenico Scarlatti... ; révision par Vincent d'Indy",http://catalogue.bnf.fr/ark:/12148/cb43257952p,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-43257952p/images/
KCA-KM59827,"Souterliedekens uit de XVIe eeuw","not available","Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/KCA-KM59827/images/
BNF-43257976p,"Sonata n° 40 (gigue en sol). Revision par Vincent d' Indy",http://catalogue.bnf.fr/ark:/12148/cb43257976p,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-43257976p/images/
BNF-43257951b,"Sonate n° 48 [i.e. 434] : courante / Domenico Scarlatti... ; révision par Vincent d'Indy",http://catalogue.bnf.fr/ark:/12148/cb43257951b,"Bibliothèque Nationale de France","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNF-43257951b/images/
BSB-991076574139707356,"Fantasia chromatica",https://mdz-nbn-resolving.de/details:bsb00133716,"Bavarian State Library","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BSB-991076574139707356/images
BNE-bdh0000161243,"Recueil des morceaux de musique ancienne. [Huitième volume] [Música notada] :exécutés aux concerts de la Société de Musique vocale religieuse et classique, fondée à Paris en 1843 sous le patronage de Mesdames La Mle. Duchesse d'Albufera ... et sous la Direction de Mr. Le Prince de la Moskowa",http://bdh.bne.es/bnesearch/detalle/bdh0000161243,"Biblioteca Nacional de España","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNE-bdh0000161243/images
BNE-bdh0000161242,"Recueil des morceaux de musique ancienne. [Septième volume] [Música notada] :exécutés aux concerts de la Société de musique vocale religieuse et classique, fondée à Paris en 1843 sous le patronage de Mesdames La Mle. Duchesse d'Albufera ... et sous la Direction de Mr. Le Prince de la Moskowa",http://bdh.bne.es/bnesearch/detalle/bdh0000161242,"Biblioteca Nacional de España","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNE-bdh0000161242/images
BNE-bdh0000161241,"Recueil des morceaux de musique ancienne. [Sixième volume] [Música notada] :exécutés aux concerts de la Société de musique vocale, religieuse et classique, fondée à Paris en 1843 sous le patronage de Mesdames La Mle. Duchesse d'Albufera ... et sous la direction de Mr. Le Prince de la Moskowa",http://bdh.bne.es/bnesearch/detalle/bdh0000161241,"Biblioteca Nacional de España","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNE-bdh0000161241/images
BNE-bdh0000161254,"Recueil des morceaux de musique ancienne. [onzième volume] [Música notada] :exécutés aux concerts de la Société de Musique vocale religieuse et classique, fondée à Paris en 1843 sous le patronage des Mesdames la Mle. Duchesse d'Albufera ... et sous la direction de M. Le Prince de la Moskova",http://bdh.bne.es/bnesearch/detalle/bdh0000161254,"Biblioteca Nacional de España","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNE-bdh0000161254/images
BNE-bdh0000138923,"Recueil des morceaux de musique ancienne. [Quatrième volume] [Música notada] :exécutés aux concerts de la Société de musique vocale religieuse et classique, fondée à Paris en 1843 sous le patronage de Mesdames La Mle. Duchesse d'Albufera ... et sous la Direction de Mr. Le Prince de la Moskowa",http://bdh.bne.es/bnesearch/detalle/bdh0000138923,"Biblioteca Nacional de España","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNE-bdh0000138923/images
BNE-bdh0000138940,"Recueil des morceaux de musique ancienne. [Cinquième volume] [Música notada] :exécutés aux concerts de la Société de Musique vocale religieuse et classique, fondée à Paris en 1843 sous le patronage de Mesdames La Mle. Duchesse d'Albufera ... et sous la Direction de Mr. Le Prince de la Moskowa",http://bdh.bne.es/bnesearch/detalle/bdh0000138940,"Biblioteca Nacional de España","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-editorial_annotations/tree/main/raw-images/BNE-bdh0000138940/images
BNF-42944618t,"L'Art lyrique, traité complet de chant et de déclamation lyrique",http://catalogue.bnf.fr/ark:/12148/cb42944618t,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-42944618t/
BNF-42908059w,"L'art de phraser et de cadencer : leçons de chant pour développer le médium de la voix / par F. Chiaromonte",http://catalogue.bnf.fr/ark:/12148/cb42908059w,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-42908059w/
BNF-43203582h,"Cours de chant ou méthode progressive et complète divisée en 2 parties, 1ère partie",http://catalogue.bnf.fr/ark:/12148/cb43203582h,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-43203582h/
BNF-430193363,"Méthode de chant : composée pour ses élèves (2e édition) / par José Melchior Gomis,...",http://catalogue.bnf.fr/ark:/12148/cb430193363,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-430193363/
BNF-428941994,"Méthode de chant",http://catalogue.bnf.fr/ark:/12148/cb428941994,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-428941994/
BNF-43123936p,"Ecole chantante, 25 vocalises mélodiques élémentaires pour la medium de la voix d'après des fragments célèbres de Beethoven, Bellini, Dalayrac, Donizetti, Grétry, Haas, Haydn, Hummel, Méhul, Mozart, Reissiger, Rossini, Spohr, Weber, Zumsteg",http://catalogue.bnf.fr/ark:/12148/cb43123936p,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-43123936p/
BNF-43204301c,"Basses et chants donnés aux examens et concours des classes d'harmonie et d'accompagnement (années 1827-1900) / recueillis par Constant Pierre",http://catalogue.bnf.fr/ark:/12148/cb43204301c,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-43204301c/
BNF-43009177x,"Traité de la fugue. 1ere partie : De la fugue d' école",http://catalogue.bnf.fr/ark:/12148/cb43009177x,"Bibliothèque Nationale de France","Music Treatise","Mechanical print",https://github.com/nicholascornia89/FAAM-music_treatises/tree/main/raw-images/BNF-43009177x/
KCA-030904862957,"Notturno Op. 37, Nr. 1 : für Violine und Orchester",https://anet.be/record/opacdkvc/c:lvd:6763535/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904862957/
KCA-030904127682,"Zwölf Stücke : für die Orgel, op. 59",https://anet.be/record/opacdkvc/c:lvd:14807733/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904127682/
KCA-030904127930,"Sonate : n° 7 f moll: für Orgel, op. 127",https://anet.be/record/opacdkvc/c:lvd:14808159/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904127930/
KCA-030904127948,"Sonate : n° IV a moll: für Orgel, op. 98",https://anet.be/record/opacdkvc/c:lvd:14808155/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904127948/
KCA-030904127690,"Zwölf Stücke : für die Orgel, op. 59",https://anet.be/record/opacdkvc/c:lvd:14807733/N,"Heritage Library Royal Conservatoire Antwerp","Polyphonic Parts","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030904127690/
ORP-20134135,"Harmonia Sacra or Divine Hymns and Dialogues : with a Thorow Bass for the Theorbo-Lute, Bass Viol, Harpsichord, or Organ. vols. 1-2",https://koha.orpheusinstituut.be/cgi-bin/koha/catalogue/detail.pl?biblionumber=1637,"Orpheus Institute","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/ORP-20134135/images/
KCA-03090443184,"Convoluut : Valentine Degive-Ledelier",https://anet.be/record/opacdkvc/c:lvd:15225908/N,"Heritage Library Royal Conservatoire Antwerp","Full Score","Mechanical print",https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-03090443184/images/
